City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,izhmorskiy,56.194,86.6414,-23.45,100,100,1.66,RU,1675637992
366,russell,32.3502,-85.1999,19.6,52,40,3.6,US,1675637993
367,palembang,-2.9167,104.7458,23.05,94,20,1.54,ID,1675637993
368,the valley,18.217,-63.0578,25.92,73,40,7.2,AI,1675637993
369,bandarbeyla,9.4942,50.8122,23.66,74,78,6.4,SO,1675637994
370,rokytne,51.2796,27.214,-4.27,83,100,3.49,UA,1675637994
371,saint-francois,46.4154,3.9054,4.82,81,75,4.63,FR,1675637994
372,balaghat,21.8,80.1833,16.23,32,0,1.78,IN,1675637995
373,benguela,-12.5763,13.4055,25.33,76,99,1.22,AO,1675637995
374,tiznit,29.5833,-9.5,10.46,45,20,0.96,MA,1675637995
375,dongsheng,39.8161,109.9776,-6.15,41,74,0.98,CN,1675637996
376,goderich,43.7501,-81.7165,2.73,80,94,2.57,CA,1675637996
377,luau,-10.7073,22.2247,16.24,98,84,1.13,AO,1675637997
378,tazovskiy,67.4667,78.7,-22.54,100,92,3.42,RU,1675637997
379,gagret,31.6667,76.0667,12.19,64,37,3.22,IN,1675637997
380,magalia,39.8121,-121.5783,9.06,92,100,1.32,US,1675637998
381,chupa,66.27,33.0549,-15.92,97,100,1.02,RU,1675637998
382,ulaangom,49.9811,92.0667,-20.65,99,100,0.59,MN,1675637998
383,tamandare,-8.7597,-35.1047,26.21,82,17,3.36,BR,1675637999
384,codrington,-38.2667,141.9667,16.49,67,64,2.66,AU,1675637999
385,ruidoso,33.3317,-105.673,16.08,14,0,6.17,US,1675637812
386,naze,28.3667,129.4833,17.51,84,100,5.39,JP,1675637999
387,nemuro,43.3236,145.575,-4.38,75,75,1.89,JP,1675637845
388,ancud,-41.8697,-73.8203,16.56,73,26,3.14,CL,1675638000
389,abha,18.2164,42.5053,13.14,38,0,0.0,SA,1675638000
390,kalianget,-7.05,113.9333,25.68,86,100,4.61,ID,1675638001
391,baruun-urt,46.6806,113.2792,-18.45,90,62,2.18,MN,1675638001
392,san rafael,-34.6177,-68.3301,33.8,16,1,7.67,AR,1675638002
393,itapuranga,-15.5622,-49.9486,22.38,88,69,0.69,BR,1675638002
394,kahului,20.8947,-156.47,27.01,73,40,10.29,US,1675637996
395,kovdor,67.5662,30.4758,-9.65,96,100,1.33,RU,1675638003
396,houston,29.7633,-95.3633,24.5,58,40,1.79,US,1675638000
397,stephenville,32.2207,-98.2023,23.44,30,0,4.12,US,1675637889
398,flinders,-34.5833,150.8552,25.21,69,20,2.24,AU,1675638004
399,paranaiba,-19.6772,-51.1908,23.93,85,97,0.75,BR,1675637855
400,bilma,18.6853,12.9164,18.87,11,4,7.42,NE,1675638005
401,mayumba,-3.432,10.6554,25.64,86,80,2.26,GA,1675638007
402,kalmunai,7.4167,81.8167,24.13,88,100,3.08,LK,1675638008
403,poquoson,37.1224,-76.3458,12.02,92,100,4.12,US,1675638010
404,raub,3.7899,101.857,22.22,99,100,0.76,MY,1675638011
405,talaya,61.3833,152.75,-35.49,100,100,0.48,RU,1675638011
406,mandera,3.9366,41.867,26.38,26,63,3.28,KE,1675638012
407,negotin,44.2264,22.5308,-3.19,80,45,2.36,RS,1675638012
408,summerland,49.5998,-119.6691,6.72,87,75,3.09,CA,1675638012
409,marienburg,54.0359,19.0266,-1.17,89,100,2.22,PL,1675638013
410,altay,47.8667,88.1167,-8.93,67,86,2.66,CN,1675638013
411,marsa matruh,31.3525,27.2453,11.11,62,40,9.77,EG,1675638013
412,kidal,18.4411,1.4078,23.22,12,1,2.52,ML,1675637860
413,bonney lake,47.1771,-122.1865,8.53,93,100,0.45,US,1675638014
414,shenjiamen,29.9576,122.298,11.08,97,100,4.5,CN,1675638014
415,mendoza,-32.8908,-68.8272,35.74,19,20,3.6,AR,1675638015
416,hervey bay,-25.2986,152.8535,26.38,83,76,8.35,AU,1675637883
417,hagere hiywet,8.9833,37.85,12.91,56,61,2.29,ET,1675638016
418,lata,40.1629,-8.3327,9.49,75,0,2.13,PT,1675638017
419,waterloo,43.4668,-80.5164,2.79,83,100,5.14,CA,1675637932
420,alofi,-19.0595,-169.9187,23.94,94,90,1.54,NU,1675638017
421,winterberg,51.2,8.5333,1.72,98,100,2.11,DE,1675638018
422,la ronge,55.1001,-105.2842,3.14,60,75,4.63,CA,1675638018
423,pangnirtung,66.1451,-65.7125,-37.34,96,91,1.76,CA,1675638018
424,tabuk,17.4189,121.4443,20.25,92,71,1.34,PH,1675638019
425,sumbawanga,-7.9667,31.6167,16.89,88,20,0.0,TZ,1675638019
426,tomatlan,19.9333,-105.25,29.74,41,1,2.99,MX,1675638020
427,ixtapa,20.7,-105.2,24.57,73,0,3.6,MX,1675638020
428,lydenburg,-25.0978,30.4597,13.98,95,16,1.26,ZA,1675638021
429,villacarrillo,38.1156,-3.0848,6.65,43,0,1.49,ES,1675638021
430,irbil,36.1926,44.0106,10.9,66,75,7.72,IQ,1675637801
431,berlevag,70.8578,29.0864,-4.03,86,75,5.66,NO,1675638023
432,issia,6.4922,-6.5856,26.58,66,97,2.34,CI,1675638023
433,ulladulla,-35.35,150.4667,22.96,61,43,1.86,AU,1675637752
434,kathmandu,27.7167,85.3167,9.35,80,20,1.54,NP,1675637989
435,port blair,11.6667,92.75,26.02,89,40,0.0,IN,1675638024
436,kiknur,57.3034,47.2011,-19.0,100,100,1.86,RU,1675638025
437,wamba,8.9333,8.6,25.84,22,100,2.2,NG,1675638026
438,kindu,-2.95,25.95,22.37,83,100,1.01,CD,1675638026
439,tevriz,57.509,72.4042,-17.33,100,100,0.96,RU,1675638026
440,otjimbingwe,-22.35,16.1333,21.26,84,100,0.97,NA,1675638028
441,baneh,35.9975,45.8853,0.52,99,100,4.53,IR,1675638028
442,pittsfield,42.4501,-73.2454,5.7,52,0,4.12,US,1675638029
443,merke,42.8728,73.1786,-0.74,79,100,1.83,KZ,1675638029
444,kolambugan,8.1144,123.8971,24.77,86,100,0.39,PH,1675638030
445,burns lake,54.2331,-125.7533,2.68,79,41,4.14,CA,1675638030
446,kununurra,-15.7667,128.7333,26.99,89,29,0.0,AU,1675638031
447,zaozhuang,34.8647,117.5542,3.75,82,100,1.76,CN,1675638031
448,mountain home,43.133,-115.6912,8.41,52,0,1.79,US,1675637752
449,hailar,49.2,119.7,-26.79,100,100,1.84,CN,1675638031
450,dejen,10.1667,38.1333,12.69,29,25,1.53,ET,1675638032
451,guerrero negro,27.9769,-114.0611,17.47,67,9,8.37,MX,1675637856
452,vestmannaeyjar,63.4427,-20.2734,6.33,76,100,15.7,IS,1675638032
453,balfour,-26.6633,28.5902,12.95,91,25,1.43,ZA,1675638033
454,pierre,44.3683,-100.351,2.93,78,22,3.58,US,1675638034
455,preobrazheniye,42.9019,133.9064,-6.48,71,12,1.94,RU,1675638034
456,aanekoski,62.6946,25.818,-1.96,100,100,2.64,FI,1675638035
457,andra,62.5147,65.8878,-22.56,100,100,1.77,RU,1675638035
458,muros,42.7762,-9.0603,8.8,75,0,2.83,ES,1675638036
459,javanrud,34.7961,46.5172,0.91,88,100,1.91,IR,1675638036
460,logan,41.7355,-111.8344,2.03,89,100,0.89,US,1675638036
461,road town,18.4167,-64.6167,26.02,73,40,5.66,VG,1675638037
462,serpneve,46.3009,29.0196,-2.98,90,98,7.1,UA,1675638037
463,kedrovyy,56.1667,91.8167,-24.52,100,100,1.23,RU,1675638038
464,hovd,48.0056,91.6419,-16.32,77,2,1.37,MN,1675638038
465,mana,5.6592,-53.7767,24.19,89,100,5.7,GF,1675638039
466,praia,14.9215,-23.5087,21.3,60,40,8.75,CV,1675638039
467,buchanan,5.8808,-10.0467,26.13,88,99,3.26,LR,1675638040
468,mtwara,-10.2667,40.1833,23.63,94,75,5.66,TZ,1675638040
469,fasa,28.9383,53.6482,2.58,93,0,2.06,IR,1675638041
470,grindavik,63.8424,-22.4338,5.97,70,75,19.55,IS,1675638041
471,havre-saint-pierre,50.2334,-63.5986,-12.0,85,100,4.63,CA,1675638041
472,ketchikan,55.3422,-131.6461,3.99,93,100,3.68,US,1675638042
473,japura,-0.3167,102.35,22.65,98,97,0.98,ID,1675638042
474,pisco,-13.7,-76.2167,26.03,73,0,8.75,PE,1675638042
475,tucurui,-3.7661,-49.6725,24.38,91,98,1.39,BR,1675638043
476,bereda,43.2686,-7.5406,2.3,100,27,2.56,ES,1675638043
477,ust-tsilma,65.441,52.1498,-25.13,100,98,1.17,RU,1675638044
478,mogadishu,2.0371,45.3438,24.75,82,9,8.93,SO,1675638045
479,xicotencatl,23.0167,-98.8833,27.67,32,0,3.8,MX,1675638045
480,egvekinot,66.3167,-179.1667,-29.0,87,100,5.16,RU,1675638045
481,nouadhibou,20.931,-17.0347,17.99,45,99,8.23,MR,1675638046
482,santa cruz del norte,23.1539,-81.9236,25.28,67,6,1.61,CU,1675638046
483,umm kaddadah,13.6017,26.6876,19.0,17,54,5.26,SD,1675637786
484,kanjiza,46.0667,20.05,-2.8,60,13,5.81,RS,1675638047
485,gorontalo,0.5412,123.0595,23.67,87,99,1.55,ID,1675638047
486,kang,-23.6752,22.7876,22.92,62,79,3.12,BW,1675638047
487,padang,-0.9492,100.3543,23.03,79,99,1.95,ID,1675638048
488,marrakesh,31.6315,-8.0083,11.04,43,20,4.63,MA,1675638048
489,gunjur,13.2019,-16.7339,21.04,60,0,4.12,GM,1675638048
490,nexo,55.0607,15.1306,2.05,65,88,4.46,DK,1675638049
491,oistins,13.0667,-59.5333,25.05,78,75,10.8,BB,1675638049
492,dingle,10.9995,122.6711,23.68,93,46,3.38,PH,1675638049
493,los llanos de aridane,28.6585,-17.9182,13.86,66,40,4.12,ES,1675638050
494,vaitape,-16.5167,-151.75,27.51,74,16,6.82,PF,1675638050
495,chumikan,54.7183,135.315,-24.24,92,55,6.8,RU,1675638050
496,marabba,12.35,32.1833,24.39,17,25,4.95,SD,1675638051
497,riyadh,24.6877,46.7219,16.08,55,2,5.38,SA,1675638000
498,auki,-8.7676,160.7034,24.64,93,100,4.4,SB,1675638051
499,college,64.8569,-147.8028,-11.07,82,0,1.54,US,1675638052
500,berdigestyakh,62.0989,126.6992,-36.48,99,100,1.25,RU,1675638052
501,smithers,54.7804,-127.1743,4.18,45,40,8.75,CA,1675637838
502,ostrovnoy,68.0531,39.5131,-10.98,93,97,6.64,RU,1675637828
503,istanbul,41.0351,28.9833,1.09,93,75,15.43,TR,1675638000
504,spirit river,55.7833,-118.8361,5.24,72,87,7.68,CA,1675638038
505,peleduy,59.6289,112.7406,-33.96,100,98,1.21,RU,1675638053
506,maragogi,-9.0122,-35.2225,26.16,82,18,3.43,BR,1675638054
507,port macquarie,-31.4333,152.9167,27.16,62,83,2.64,AU,1675638054
508,foam lake,51.65,-103.5343,-1.99,84,14,4.17,CA,1675638033
509,kemi,65.8596,24.8228,-10.13,92,0,1.03,FI,1675638054
510,atar,20.5169,-13.0499,17.05,24,99,4.31,MR,1675638055
511,sokoto,13.0609,5.239,26.42,14,96,4.34,NG,1675638055
512,linqiong,30.4159,103.4609,7.9,77,98,1.12,CN,1675638055
513,takoradi,4.8845,-1.7554,26.81,86,100,4.59,GH,1675638056
514,dhanera,24.5167,72.0167,15.94,81,2,1.11,IN,1675638056
515,omsukchan,62.5333,155.8,-37.59,98,77,2.06,RU,1675638057
516,wewak,-3.5534,143.6268,24.52,91,100,2.54,PG,1675638057
517,teya,60.3778,92.6267,-14.71,97,100,1.91,RU,1675638057
518,mier,26.4333,-99.15,26.13,33,0,3.82,MX,1675638058
519,asau,46.4333,26.4,-4.29,93,100,4.11,RO,1675638058
520,johi,26.6921,67.6133,18.82,45,0,2.6,PK,1675638058
521,qasigiannguit,68.8193,-51.1922,-16.86,98,100,5.03,GL,1675638059
522,porto empedocle,37.2934,13.5264,5.23,62,2,2.75,IT,1675638059
523,neiafu,-18.65,-173.9833,27.38,78,75,3.6,TO,1675638059
524,nicoya,10.1483,-85.452,28.83,50,60,7.44,CR,1675638032
525,isfana,39.8386,69.5306,-1.69,86,100,1.24,KG,1675638060
526,svetlogorsk,52.6333,29.7333,-4.82,92,100,3.47,BY,1675638060
527,la asuncion,11.0333,-63.8628,24.46,82,100,7.23,VE,1675637956
528,najran,17.4924,44.1277,16.36,35,100,0.64,SA,1675638061
529,takab,36.4009,47.1133,-6.06,96,100,1.5,IR,1675638061
530,denizli,37.8402,29.0698,0.86,94,100,5.98,TR,1675637930
531,prado,-17.3411,-39.2208,25.82,82,0,5.91,BR,1675638062
532,zaysan,47.4667,84.8667,-6.93,88,100,0.91,KZ,1675638062
533,buraydah,26.326,43.975,14.25,40,62,3.3,SA,1675638062
534,denpasar,-8.65,115.2167,24.84,94,75,10.8,ID,1675637980
535,iqaluit,63.7506,-68.5145,-27.95,68,100,9.26,CA,1675638014
536,basco,20.4487,121.9702,24.69,75,88,6.48,PH,1675638063
537,natal,-5.795,-35.2094,27.36,78,40,4.12,BR,1675637796
538,juba,4.8517,31.5825,24.98,29,46,1.1,SS,1675638064
539,teguldet,57.3064,88.1667,-25.19,100,100,1.02,RU,1675638064
540,khasan,42.4308,130.6434,-6.06,83,27,3.62,RU,1675638064
541,fare,-16.7,-151.0167,27.49,74,71,6.16,PF,1675638065
542,morales,2.757,-76.6172,17.73,89,73,0.86,CO,1675638065
543,vila franca do campo,37.7167,-25.4333,15.23,82,67,3.47,PT,1675638066
544,tilichiki,60.4667,166.1,-28.19,95,18,3.53,RU,1675638066
545,beloha,-25.1667,45.05,21.58,93,100,4.53,MG,1675638037
546,gavle,60.6745,17.1417,-1.16,70,45,4.12,SE,1675638066
547,clifton,40.8584,-74.1638,6.87,56,100,2.41,US,1675637865
548,monrovia,6.3005,-10.7969,26.37,87,100,4.15,LR,1675638067
549,xuanzhou,30.9525,118.7553,8.74,95,100,1.28,CN,1675638067
550,beringovskiy,63.05,179.3167,-28.13,93,98,5.37,RU,1675637784
551,nishihara,26.1842,127.7558,18.03,100,100,4.12,JP,1675638068
552,conde,-7.2597,-34.9075,26.7,78,20,3.6,BR,1675638068
553,paducah,37.0834,-88.6001,13.12,58,0,2.06,US,1675637887
554,guadalupe y calvo,26.1,-106.9667,17.05,22,0,3.18,MX,1675638068
555,xingyi,24.1877,102.817,6.95,55,32,2.19,CN,1675638069
556,sioni,41.9895,45.0239,-0.8,88,100,1.31,GE,1675638070
557,kerema,-7.9631,145.7785,27.95,71,100,0.49,PG,1675638070
558,wolow,51.3366,16.6443,-2.86,80,100,1.62,PL,1675638070
559,muzhi,65.3667,64.6667,-18.29,97,70,1.22,RU,1675638071
560,ransang,8.9603,117.5828,24.69,86,66,1.6,PH,1675638071
561,rundu,-17.9333,19.7667,18.84,95,100,1.37,NA,1675638071
562,loandjili,-4.7561,11.8578,27.06,89,40,1.54,CG,1675638072
563,khewra,32.6479,73.0106,12.5,71,90,3.01,PK,1675638072
564,acarau,-2.8856,-40.12,25.94,82,57,5.15,BR,1675638073
565,merauke,-8.4667,140.3333,26.18,87,99,3.47,ID,1675638059
